date,open,close,volume
2025-08-21,114275.6841476792,112419.0275001688,57817883699.69
2025-08-20,112828.0213893074,114274.7407842478,67993811525.52
2025-08-19,116241.8565498179,112831.1759943522,71657600352.99
2025-08-18,117453.9063856625,116252.3119358528,72787808089.51
2025-08-17,117492.7885821931,117453.0627100409,45852169525.35
2025-08-16,117398.42308612,117491.3483895253,48036922377.96
2025-08-15,118365.7843911702,117398.3479829685,68665353159.16
2025-08-14,123339.3953878563,118359.5805705313,104055627395.48
2025-08-13,120168.977702397,123344.0598056487,90904808794.95
2025-08-12,118717.6624479562,120172.9070599404,72803657984.3
2025-08-11,119306.8107653633,118731.4470327152,90528784177.43
2025-08-10,116497.7165764095,119306.7614218206,64755458694.47
2025-08-09,116678.2756898164,116500.3620579945,54004312428.99
2025-08-08,117505.4973904093,116688.7254122597,59713005166.12
2025-08-07,115030.052227047,117496.8973967761,64051649680.54
2025-08-06,114140.9135797144,115027.9964133688,56379133509.58
2025-08-05,115072.1845577423,114141.4417283514,61039182286.4
2025-08-04,114223.9232850182,115071.8843242656,35783028986.15
2025-08-03,112525.8033291329,114217.6729691043,48099615825.72
2025-08-02,113320.3943575693,112526.9146425111,56870865999.63
2025-08-01,115738.9552122482,113320.0859723028,91294530181.27
2025-07-31,117833.6296441243,115758.2039287926,69370346017.86
2025-07-30,117921.994085928,117831.1913846234,68896148591.57
2025-07-29,117938.5843592765,117922.1478369023,68463107433.08
2025-07-28,119457.5219509422,117924.4729527151,64822943193.08
2025-07-27,117944.7296624648,119448.4903295397,54683390891.99
2025-07-26,117644.8440625216,117947.3662422036,48508954045.79
2025-07-25,118368.0032491776,117635.8810759376,104857024568.67
2025-07-24,118770.9814845992,118368.0032491776,72627318559.56
2025-07-23,119997.4426914491,118754.9571943315,66608604536.87
2025-07-22,117426.4981533992,119995.4155518337,79217583118.49
2025-07-21,117306.4669821287,117439.5358004276,69820091744.15
2025-07-20,117944.1092425224,117300.7857402877,57515447231.38
2025-07-19,117998.1273641834,117939.9787390508,47564562764.75
2025-07-18,119284.1117909389,118003.2244955267,77945799784.74
2025-07-17,118738.506038944,119289.8421917949,72363841798.42
2025-07-16,117777.1889947756,118738.506038944,72162029070.46
2025-07-15,119853.8484758277,117777.1889947756,98321661180.6
2025-07-14,119115.7875096413,119849.7057203147,181746419401.06
2025-07-13,117432.2008458641,119116.1175492467,49021091807.15
2025-07-12,117530.7128957262,117435.2300531511,45524560304.01
2025-07-11,115986.2347970836,117516.9936684245,86928361084.93
2025-07-10,111329.1959809476,115987.206196845,95911605727.89
2025-07-09,108950.2755431898,111326.5512690552,57927418064.83
2025-07-08,108298.2289745801,108950.2755431898,44282204126.95
2025-07-07,109235.3279895239,108299.851087593,45415696597.48
2025-07-06,108231.1838329827,109232.0697345571,36746020463.25
2025-07-05,108015.8392263224,108231.1819901941,30615537519.57
2025-07-04,109635.6551974521,108034.3390499008,42616442655.9
2025-07-03,108845.0128550604,109647.97877391,50494742269.78
2025-07-02,105703.0998551802,108859.3238682359,56248657736.96
2025-07-01,107144.3826437445,105698.2781440006,44110692246.89
2025-06-30,108383.4411795601,107135.3345105601,42064804589.76
2025-06-29,107327.8224263488,108385.5700884473,35534874438.25
2025-06-28,107090.5488566638,107327.7031808139,30037708334.64
2025-06-27,106954.9233313544,107088.4302288312,45353692674.51
2025-06-26,107375.0706392033,106960.0032689962,43891990612.71
2025-06-25,106047.4031667322,107361.260804055,51624120283.34
2025-06-24,105571.5177648119,106045.6320954752,48822986421.13
2025-06-23,100987.4731095285,105577.7720315477,65237759656.41
2025-06-22,102212.0348852842,100987.1395190547,65536997200.85
2025-06-21,103315.0806380194,102257.4086896794,38360555117.77
2025-06-20,104681.0330431643,103309.6041245223,50951862476.19
2025-06-19,104886.7743015772,104684.2859524538,37333806919.54
2025-06-18,104602.0686346703,104883.3269261613,47318089133.08
2025-06-17,106794.1209051091,104601.1168292626,55964092175.52
2025-06-16,105555.5929058888,106796.7571986886,50366626944.57
2025-06-15,105464.8400737681,105552.026954677,36744307741.93
2025-06-14,106108.0852363253,105472.4086528859,38007870452.64
2025-06-13,105924.5905607751,106090.9663946604,69550440845.69
2025-06-12,108685.9104296005,105929.0512627296,54843867967.5
2025-06-11,110261.7962567653,108686.6276821388,50842662052.1
2025-06-10,110295.6876534883,110257.2377123657,54700101508.91
2025-06-09,105793.0211746812,110294.0991055733,55903193732.46
2025-06-08,105617.5094444598,105793.6502275275,36626232327.83
2025-06-07,104390.644796748,105615.6263094638,38365033775.84
2025-06-06,101574.3670737617,104390.3469384754,48856653697.18
2025-06-05,104750.7800547679,101575.9523061866,57479298399.76
2025-06-04,105434.3683148127,104731.9832551475,44544857105.32
2025-06-03,105888.473534717,105432.4700666072,46196508367.02
2025-06-02,105649.8096322775,105881.5339020309,45819706290.18
2025-06-01,104637.296686896,105652.0985625249,37397056873.12
2025-05-31,103994.7151757602,104638.0912550028,38997843858.47
2025-05-30,105646.207725502,103998.5722406304,57655287183.41
2025-05-29,107795.570582287,105641.7606983795,56022752042.28
2025-05-28,108992.1725114153,107802.3245360646,49155377492.62
2025-05-27,109440.4094780203,108994.6421508192,57450176271.9
2025-05-26,109023.7783282035,109440.3683582281,45950461570.55
2025-05-25,107802.2721295453,109035.3870327308,47518041840.84
2025-05-24,107278.5069779142,107791.1575412359,45903627162.57
2025-05-23,111679.356260285,107287.7967068221,67548133399.04
2025-05-22,109673.4918561923,111673.2840187451,70157575642.18
2025-05-21,106791.3124236974,109678.0763095368,78086364051.2
2025-05-20,105605.4091445749,106791.0896617118,36515726122.09
2025-05-19,106430.5327027544,105606.1814675408,61761126647.23
2025-05-18,103186.9556358247,106446.0105544264,49887082058.37
2025-05-17,103489.2897356949,103191.0854776988,37898552742.49
2025-05-16,103735.6550633715,103489.29171157,44386499364.19
2025-05-15,103538.825684185,103744.6435805224,50408241840.21
2025-05-14,104167.325600448,103539.4170891327,45956071154.97
2025-05-13,102812.4924643175,104169.8128818504,52608876410.39
2025-05-12,104106.9627066245,102812.953251549,63250475404.07
2025-05-11,104701.072596459,104106.3555262647,46285517406.46
2025-05-10,102973.7142276973,104696.3272911721,42276713994.21
2025-05-09,103239.1251639039,102970.8497440325,58198593958.12
2025-05-08,97034.2468888418,103241.4608298014,69895404396.74
2025-05-07,96800.1944965502,97032.3189665813,76983822461.78
2025-05-06,94748.3862881353,96802.4775637596,26551275826.73
2025-05-05,94319.5628677338,94748.0514753733,25816260327.41
2025-05-04,95877.1841802496,94315.9748890489,18198688416.06
2025-05-03,96904.6347353242,95891.7980343153,15775154888.97
2025-05-02,96494.9691901396,96910.0685777286,26421924676.66
2025-05-01,94212.8628771738,96492.3390492363,32875889623.44
2025-04-30,94286.4686573453,94207.311297523,28344679831.08
2025-04-29,94981.8613835771,94284.7916281156,25806129920.72
2025-04-28,93755.3036053418,94978.7525036375,32363449569.16
2025-04-27,94660.9092081124,93754.846738124,18090367763.89
2025-04-26,94714.6463714469,94646.928111682,17612825123.36
2025-04-25,93954.249819661,94720.4980175858,40915232363.91
2025-04-24,93692.3959519458,93943.7934161249,31483175315.4
2025-04-23,93427.5858085506,93699.1131760367,41719568820.85
2025-04-22,87521.8711734663,93441.8933475575,55899038455.73
2025-04-21,85171.5427512029,87518.9050346999,41396190189.88
2025-04-20,85066.068869856,85174.3016291611,14664050811.93
2025-04-19,84450.8703334615,85063.4130568411,15259300427.02
2025-04-18,84900.1913574227,84450.8070773412,12728372364.23
2025-04-17,84030.672926765,84895.7514392675,21276866029.01
2025-04-16,83674.5110786453,84033.865416481,29617804112.22
2025-04-15,84539.692784981,83668.9893302616,28040322884.75
2025-04-14,83694.5232732834,84542.3912826737,34090769777.17
2025-04-13,85279.4705343828,83684.9790281051,28796984817.37
2025-04-12,83404.516993045,85287.1132768994,24258059103.94
2025-04-11,79625.0481407205,83404.8398063772,41656778779.2
2025-04-10,82565.9744525521,79626.1414360505,44718000633.05
2025-04-09,76273.5617005576,82573.9511277008,84213627037.89
2025-04-08,79218.4738597791,76271.9501747134,48314590748.66
2025-04-07,78221.3331336497,79235.333132174,91262424987.16
2025-04-06,83504.5071163801,78214.4808171041,36294853735.96
2025-04-05,83844.6996629091,83504.8001720546,14380803630.57
2025-04-04,83100.2474409798,83843.8048731047,45157640206.84
2025-04-03,82487.4764239047,83102.8282065402,36852112079.93
2025-04-02,85180.6130399194,82485.7083713044,47584398470.45
2025-04-01,82551.9187292547,85169.1695887702,28175650319.38
2025-03-31,82336.0593457524,82548.9109608694,29004228246.6
2025-03-30,82596.9832343092,82334.5226969202,14763760943.16
2025-03-29,84352.0727262958,82597.5843388613,16969396135.15
2025-03-28,87185.2346771071,84353.1510125816,34198619509.07
2025-03-27,86896.2548762212,87177.1021055135,24413471940.5
2025-03-26,87460.2366697949,86900.8855432885,26704046037.95
2025-03-25,87512.8194407259,87471.7030479404,30005840048.56
2025-03-24,86070.9281111585,87498.9124102767,34582604932.53
2025-03-23,83831.9005141602,86054.3718630108,12594615536.53
2025-03-22,84046.2582881817,83832.4875518333,9863214090.93
2025-03-21,84164.5425239259,84043.245182099,19030452299.43
2025-03-20,86872.9533018947,84167.1934043364,29028988960.57
2025-03-19,82718.8042584539,86854.2259604391,34931960257.28
2025-03-18,84075.7156723962,82718.5023176431,24095774593.8
2025-03-17,82576.3342781945,84075.6886968797,25092785558.06
2025-03-16,84333.3216170116,82579.6908921864,21330270173.57
2025-03-15,83968.4059495509,84343.1084583416,13650491277.15
2025-03-14,81066.993377569,83969.0997189857,29588112413.91
2025-03-13,83724.9195997057,81066.7013691458,31412940153.29
2025-03-12,82857.3783720186,83722.3619517496,40353484453.92
2025-03-11,78523.8715438118,82862.2081809809,54702837195.93
2025-03-10,80597.1497836398,78532.0018084677,54061099421.87
2025-03-09,86154.3058905771,80601.0413114199,30899345977.33
2025-03-08,86742.6529900258,86154.5932099702,18206118081.06
2025-03-07,89963.2830044752,86742.6756244441,65945677657.29
2025-03-06,90622.3611550251,89961.727243714,47749810486.3
2025-03-05,87222.954869116,90623.5618428087,50498988027.45
2025-03-04,86064.0666589959,87222.1922066767,68095241474.12
2025-03-03,94248.4214971805,86065.6683289207,70072228536.46
2025-03-02,86036.2575495497,94248.3505251674,58398341092.43
2025-03-01,84373.8643718367,86031.9123977154,29190628396.31
2025-02-28,84705.6284802187,84373.0103295802,83610570575.92
2025-02-27,84076.8619070145,84704.2245822833,52659591953.61
2025-02-26,88638.893456738,84347.019721982,64597492134.27
2025-02-25,91437.1140051059,88736.1734415255,92139104127.7
2025-02-24,96277.9637903407,91418.1736674415,44046480529.18
2025-02-23,96577.8030806053,96273.9197465574,16999478976.16
2025-02-22,96134.2019122491,96577.7615471497,18353824476.55
2025-02-21,98340.6700379587,96125.5440549653,49608706469.55
2025-02-20,96632.6791870311,98333.937829345,31668022770.75
2025-02-19,95532.5321463391,96635.6132123525,28990872861.84
2025-02-18,95773.8162428381,95539.5436031828,37325720482.36
2025-02-17,96179.0045652885,95773.3841866043,27336550689.63
2025-02-16,97580.4905830129,96175.0320402609,16536755396.23
2025-02-15,97508.3827694604,97580.3493821008,17047266288.41
2025-02-14,96623.3708675579,97508.9699033175,32697987276.92
2025-02-13,97888.7464885097,96623.8690084382,37147280859.99
2025-02-12,95745.6944569594,97885.8630551901,49340445529.78
2025-02-11,97438.1312083266,95747.4311295895,37488783271.89
2025-02-10,96499.4620926385,97437.5572620868,40078962390.78
2025-02-09,96481.315261394,96500.0947902698,27732901800.43
2025-02-08,96533.2608441032,96482.4498744429,22447526395.12
2025-02-07,96581.3172874407,96529.082494532,55741290456.48
2025-02-06,96610.6402284928,96593.3003285625,45302471947.11
2025-02-05,97878.0097544626,96615.4445401536,49125911241.12
2025-02-04,101398.717040286,97871.8178338929,73002130210.71
2025-02-03,97681.1032562505,101405.4230656902,115400897748.03
2025-02-02,100661.5363872362,97688.9793048889,63091816853.4
2025-02-01,102402.7981153973,100655.9056512145,27757944848.3
2025-01-31,104737.5621920365,102405.0270844454,45732764359.6
2025-01-30,103709.3387991247,104735.3028391485,41915744521.36
2025-01-29,101317.5272532106,103703.2111924169,47432049817.95
2025-01-28,102095.417582976,101332.4762208059,47180685494.0
2025-01-27,102680.3035909706,102087.6913350177,89006608427.88
2025-01-26,104713.2132299644,102682.4970331773,22543395879.45
2025-01-25,104824.0336788709,104714.6453663176,23888996501.99
2025-01-24,103965.6697206428,104819.4844854964,52388229265.3
2025-01-23,103657.674563574,103960.1716372268,104104515428.06
2025-01-22,106136.3833471013,103653.0692422291,53878181052.37
2025-01-21,102052.5752511938,106146.2630067343,88733878242.01
2025-01-20,101083.753465156,102016.6622807587,126279678351.02
2025-01-19,104411.286795273,101089.6064983213,76789928525.09
2025-01-18,104124.9545762088,104408.0673030506,50445655725.64
2025-01-17,100025.7650552685,104462.0426222178,71888972662.9
2025-01-16,100505.2987263067,99756.9090981947,54103781804.71
2025-01-15,96534.0459693992,100504.493441195,57805923627.33
2025-01-14,94519.0071414979,96534.0442146476,53769675817.65
2025-01-13,94488.8921736814,94516.5256268428,72978998252.04
2025-01-12,94565.7258317476,94488.4410616268,20885130964.79
2025-01-11,94700.8380534732,94566.5936752458,18860894100.35
2025-01-10,92494.4915059927,94701.4564626687,62058693683.57
2025-01-09,95043.4876399706,92484.0369715298,62777261693.16
2025-01-08,96924.1649742654,95043.5234559406,63875859171.19
2025-01-07,102248.8525481832,96922.7052796726,58685738546.55
2025-01-06,98314.9569580597,102078.0855728765,51823432704.9
2025-01-05,98233.9057765858,98314.9594436372,20525254824.64
2025-01-04,98106.9935527892,98236.2290916657,22342608077.72
2025-01-03,96881.7290234686,98107.4287619937,35611391162.85
2025-01-02,94416.2865472787,96886.8782682304,46009564411.19
2025-01-01,93425.1021360494,94419.7575054903,24519888918.84
2024-12-31,92643.251221688,93429.2028113992,43625106842.87
2024-12-30,93527.1974974745,92643.2146040146,56188003691.42
2024-12-29,95174.0551172888,93530.2284378695,29635885266.64
2024-12-28,94160.1862227031,95163.9319264048,24107436184.88
2024-12-27,95704.9745862557,94164.8603483526,52419934565.08
2024-12-26,99297.6970087846,95795.5165975983,47054980873.26
2024-12-25,98675.9108627628,99299.1927492124,33700394629.11
2024-12-24,94684.3475533376,98676.0973968281,47114953674.13
2024-12-23,95099.3919548289,94686.2394384325,65239002918.62
2024-12-22,97218.3182689266,95104.9343710597,43147981313.7
2024-12-21,97756.1922018157,97224.7263442974,51765334293.97
2024-12-20,97484.6973095173,97755.9301603751,105634083408.08
2024-12-19,100070.6874289428,97490.949982775,97221662391.74
2024-12-18,106147.2952596834,100041.5427029048,93865656139.45
2024-12-17,106030.6905824521,106140.5982384302,68589364867.85
2024-12-16,104293.5764606967,106029.7205860963,91020417816.32
2024-12-15,101373.5329606796,104298.6957979219,51145914137.43
2024-12-14,101451.4399501803,101372.9660786534,40422968793.07
2024-12-13,100046.6505381214,101459.2544012685,56894751583.19
2024-12-12,101167.8070043369,100042.9979150116,72073983532.97
2024-12-11,96656.0616181213,101173.0326451109,85391409935.84
2024-12-10,97441.2344664559,96675.4335399369,104823780633.61
2024-12-09,101237.0615213342,97432.7212603679,110676473908.41
2024-12-08,99921.9167967171,101236.0131403532,44125751925.28
2024-12-07,99916.7144638641,99923.3366192646,44177510896.8
2024-12-06,97074.2248322286,99920.7147303285,94534772657.92
2024-12-05,98741.5393815507,96593.5722722098,149218945579.65
2024-12-04,95988.5287123714,98768.5275553455,77199817111.98
2024-12-03,95854.5974342939,96002.162144032,67067810961.23
2024-12-02,97276.0101170567,95865.3016323752,72680784305.11
2024-12-01,96461.3368002386,97279.7929223558,36590695296.24
2024-11-30,97468.8124452958,96449.0558127732,31634227866.46
2024-11-29,95653.9525935763,97461.5237129843,54968682476.36
2024-11-28,95954.9448816703,95652.4651587091,52260008260.61
2024-11-27,91978.1385818315,95962.5284193169,71133452438.22
2024-11-26,93087.2799915931,91985.3168304103,91656519855.42
2024-11-25,98033.4427003163,93102.2952135852,80909462490.0
2024-11-24,97778.0973586439,98013.8209078789,51712020622.89
2024-11-23,99006.7422747472,97777.279763055,44414644676.69
2024-11-22,98496.4294867186,98997.662080436,78473580550.87
2024-11-21,94334.6432809324,98504.7275898154,106024505581.86
2024-11-20,92341.8941573535,94339.4950270085,71730956426.31
2024-11-19,90536.8115264555,92343.7920549007,74521048294.81
2024-11-18,89843.7154789328,90542.6439962666,75535775084.26
2024-11-17,90558.4631117088,89845.8512088281,46350159305.48
2024-11-16,91064.3662256104,90558.4752358199,44333192813.6
2024-11-15,87284.1830981024,91066.0069552759,78243109518.27
2024-11-14,90574.8820553752,87250.4312745932,87616705247.88
2024-11-13,87929.9667732448,90584.1666733787,123559027868.7
2024-11-12,88705.5644865659,87955.8098216397,133673285374.5
2024-11-11,80471.4131920498,88701.488084206,117966845037.02
2024-11-10,76775.5438015685,80474.185602194,82570594494.54
2024-11-09,76556.1911313233,76778.8677516165,29009480361.15
2024-11-08,75902.832566501,76545.4766431325,55176858002.62
2024-11-07,75637.0849735144,75904.8584618969,63467654989.4
2024-11-06,69358.5019894605,75639.0779464884,118592653963.0
2024-11-05,67811.1743325914,69359.5661661779,46046889204.13
2024-11-04,68742.1346678016,67811.5091418451,41184819348.33
2024-11-03,69296.3820562098,68741.1154919735,34868307655.18
2024-11-02,69486.0239046236,69289.276665623,18184612091.32
2024-11-01,70216.8969678825,69482.4698507967,49989795365.09
2024-10-31,72335.0440826332,70215.1856325839,40627912076.23
2024-10-30,72715.366485431,72339.5421808449,40646637831.37
2024-10-29,69910.0453659464,72720.4935748749,58541874401.85
2024-10-28,67922.6742726804,69907.7546738921,38799856657.22
2024-10-27,67023.4794186223,67929.298795622,16721307878.1
2024-10-26,66628.7370038706,67014.6977283094,19588098156.32
2024-10-25,68165.2973724389,66642.4107304263,41469984305.66
2024-10-24,66653.7041571813,68161.053337619,31414428647.2
2024-10-23,67362.3744214737,66432.1982471759,32263980353.23
2024-10-22,67360.7027255461,67361.4026645272,31808472565.82
2024-10-21,69002.0001468977,67367.8525561409,37498611780.2
2024-10-20,68364.1784603044,69001.7066212849,18975847518.28
2024-10-19,68418.9766619904,68362.7331098485,14443497907.64
2024-10-18,67419.1087252549,68418.7890489052,36857165014.36
2024-10-17,67617.0795713375,67399.8334924398,32790898510.76
2024-10-16,67042.4618218177,67612.7207776042,38195189533.82
2024-10-15,66050.3687270292,67041.1071653338,48863870878.62
2024-10-14,62848.3994880925,66046.1280687548,43706958055.79
2024-10-13,63192.9435754787,62851.3749169602,18177529689.88
2024-10-12,62444.6174061501,63193.0230702875,16744110885.86
2024-10-11,60275.4608346571,62445.0886070974,30327141594.18
2024-10-10,60581.9296868773,60274.4980637861,30452813570.16
2024-10-09,62131.7261033116,60582.1009695389,27670982363.46
2024-10-08,62221.6451487376,62131.9678544148,28134475156.91
2024-10-07,62819.1093330048,62236.6593684009,34253562610.48
2024-10-06,62084.9865006411,62818.9544761374,14776233666.91
2024-10-05,62067.6104970553,62089.9484591443,13305410748.72
2024-10-04,60754.6251257523,62067.4774474519,29585472513.07
2024-10-03,60632.4862350431,60759.4013268768,36106447278.67
2024-10-02,60836.3246300866,60632.7862737945,40762722397.63
2024-10-01,63335.603583719,60837.009700736,50220923499.58
2024-09-30,65634.6601298628,63329.4981294766,37112957474.81
2024-09-29,65888.8952714385,65635.3081461486,14788214574.54
2024-09-28,65792.1819476094,65887.6487821282,15243637983.9
2024-09-27,65180.6651400747,65790.6616497344,32058813449.4
2024-09-26,63138.5484837603,65181.0206972443,36873129847.33
2024-09-25,64302.5912192468,63143.1459738721,25078377699.65
2024-09-24,63326.8412511456,64301.9672659429,29938335243.03
2024-09-23,63643.1020803622,63329.802386615,31400285425.2
2024-09-22,63396.8035525073,63648.7098902519,20183348802.13
2024-09-21,63184.3412676027,63394.838742556,14408616220.03
2024-09-20,62941.4275952191,63192.975082876,35177164222.14
2024-09-19,61651.1553381713,62940.456765714,42710252572.5
2024-09-18,60309.0018795135,61649.6787266514,40990702890.6
2024-09-17,58192.5093438557,60308.5375947655,38075570117.66
2024-09-16,59185.22685956,58192.5068714421,32032822113.39
2024-09-15,60000.7283175086,59182.8353338828,18120960866.97
2024-09-14,60569.1162343064,60005.1191557571,16428405496.29
2024-09-13,58130.3224813667,60571.2991585945,32490528355.5
2024-09-12,57343.1725885899,58127.010836944,33835707948.72
2024-09-11,57650.2890706235,57343.1705364168,37049062671.53
2024-09-10,57020.0984145732,57648.7124094767,28857630506.88
2024-09-09,54851.8873519906,57019.5347575706,34618096173.33
2024-09-08,54147.9325654123,54841.5663542288,18268287531.02
2024-09-07,53949.0871537406,54139.6894492297,19061486526.14
2024-09-06,56160.189464975,53948.7522426374,49361693566.14
2024-09-05,57971.7033213181,56160.4872644568,31030280656.27
2024-09-04,57430.3485733917,57971.5408166853,35627680311.93
2024-09-03,59106.1912871102,57431.0229886572,26666961052.67
2024-09-02,57326.967287785,59112.4795055389,27036454524.41
2024-09-01,58969.7994536059,57325.4876891906,24592449996.84
2024-08-31,59117.4795058185,58969.8983660431,12403470760.22
2024-08-30,59388.6018804972,59119.4747770124,32292756404.79
2024-08-29,59027.4683440286,59388.1808524122,32224990582.03
2024-08-28,59507.9246387341,59027.6265870301,40289564698.25
2024-08-27,62879.7084021583,59504.1326827134,39103882197.72
2024-08-26,64342.2254421225,62880.6586542698,27682040631.48
2024-08-25,64176.3670669592,64333.5441834656,18827683555.12
2024-08-24,64103.8695897208,64178.9906500623,21430585163.21
2024-08-23,60380.9528602663,64094.3572066269,42530509233.24
2024-08-22,61168.315762736,60381.9124606776,27625734376.65
2024-08-21,59014.9876262709,61175.192009918,32731154072.02
2024-08-20,59493.4519675227,59012.7911526577,31613400007.92
2024-08-19,58480.7127277463,59493.4524821881,25911207712.1
2024-08-18,59468.1314945541,58483.9649819015,17740625837.21
2024-08-17,58893.530843348,59478.9710471953,13589684021.38
2024-08-16,57560.2733013763,58894.1041602173,29350938673.14
2024-08-15,58733.2629876225,57560.0976318307,35682112440.15
2024-08-14,60611.0500484466,58737.2706270019,29961696179.78
2024-08-13,59356.2077843983,60609.5669845367,30327698167.09
2024-08-12,58719.3952192515,59354.5137212797,37078637820.19
2024-08-11,60944.8925563279,58719.483169327,22759754812.06
2024-08-10,60881.2294781478,60945.8131361053,15745822278.31
2024-08-09,61728.2089798276,60880.1122032153,33425553115.27
2024-08-08,55030.0290256907,61710.1375644501,45298472566.63
2024-08-07,56040.6321232278,55027.4606917867,41637562184.67
2024-08-06,53991.3475883934,56034.3165914605,49300484106.29
2024-08-05,58110.2984557763,53991.4577965042,108991085584.42
2024-08-04,60676.0941770946,58116.9769610403,31758917219.16
2024-08-03,61414.8084938627,60680.0946987796,31753030589.34
2024-08-02,65353.4984738177,61415.0645726852,43060875727.45
2024-08-01,64625.8404447144,65357.5015625505,40975554493.51
2024-07-31,66201.2710774696,64619.2496492185,31292785993.69
2024-07-30,66819.0526575841,66201.0162264011,31380492109.35
2024-07-29,68259.0549329203,66819.9161863636,40780682628.04
2024-07-28,67808.655588481,68255.8657690205,18043166944.55
2024-07-27,67911.8142625278,67813.3394163313,34691905492.17
2024-07-26,65771.8104166052,67912.06309622,30488630457.22
2024-07-25,65375.8734846053,65777.2239400202,38315761669.6
2024-07-24,65927.8580751662,65372.1332336736,27470942308.81
2024-07-23,67584.8043545273,65927.6723614031,35605668665.85
2024-07-22,68152.9761329417,67585.2499720905,42649109453.15
2024-07-21,67164.9119218204,68154.522905866,26652190003.57
2024-07-20,66709.9256150293,67163.6449237129,19029581249.82
2024-07-19,63972.3254992254,66710.1543130458,37003855409.78
